"Geographic Area","County Name","Gender","Age","Year and Quarter","Time Period Dates","Year","Drug Screened Admissions ","Average TCU Drug Screen Score","New Admissions with Opioid Use","Percent of New Admissions with Opioid Use","Admissions with Diagnosed Substance Abuse Problem","Percent of Admissions with Diagnosed Substance Abuse Problem","Admissions with Opioid use in past 12 months","Percent of Admissions with Opioid use in past 12 months","State FIPS","County FIPS","Latitude","Longitude","Georeferenced Latitude &Longitude"
"County","Lycoming","All","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","27","4.3","11","40.0","18","66.0","6","22.0","42","081","41.34459792","-77.06942457","POINT (-77.06942457 41.34459792)"
"County","Snyder","Male","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","7","3.9","2","28.6","5","71.4","2","28.6","42","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"County","Fayette","Female","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","9","6.3","5","55.6","7","77.8","6","66.7","42","051","39.9194478","-79.65189635","POINT (-79.65189635 39.9194478)"
"County","Mckean","Male","All (0 to 99 years)","2022 Q3","7/1/2022-9/30/2022","2022","2","5.5","2","100.0","2","100.0","1","50.0","42","083","41.81037074","-78.5712204","POINT (-78.5712204 41.81037074)"
"County","Mifflin","Male","All (0 to 99 years)","2022 Q3","7/1/2022-9/30/2022","2022","7","4.4","0","0.0","4","57.0","1","14.0","42","087","40.61274928","-77.62003326","POINT (-77.62003326 40.61274928)"
"County","Indiana","All","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","8","6.0","4","50.0","7","87.5","5","62.5","42","063","40.65295497","-79.09333493","POINT (-79.09333493 40.65295497)"
"County","Bradford","Female","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","21","6.9","4","19.0","21","100.0","7","33.0","42","015","41.79117814","-76.51825714","POINT (-76.51825714 41.79117814)"
"State","Commonwealth","Male","12 to 19 years","2019 Q4","10/1/2019-12/31/2019","2019","49","3.0","3","6.1","32","65.3","8","16.3","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Clearfield","Female","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","9","5.9","3","33.0","9","100.0","4","44.0","42","033","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"County","Dauphin","Female","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","41","5.1","14","34.1","31","75.6","17","41.5","42","043","40.41974636","-76.77960568","POINT (-76.77960568 40.41974636)"
"County","Forest","Female","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","0","0.0","0","0.0","0","0.0","0","0.0","42","053","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"County","Susquehanna","Female","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","0","0.0","0","0.0","0","0.0","0","0.0","42","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"State","Commonwealth","All","30 to 34 years","2017 Annual","1/1/2017-12/31/2017","2017","1,826","4.5","634","34.7","1,347","73.8","699","38.3","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","Male","50 to 55 years","2018 Annual","1/1/2018-12/31/2018","2018","483","4.3","69","14.3","336","69.6","110","22.8","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Cameron","Female","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","0","0.0","0","0.0","0","0.0","0","0.0","42","023","41.43880265","-78.20916932","POINT (-78.20916932 41.43880265)"
"County","Philadelphia","All","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","1,674","3.2","260","15.5","940","56.2","355","21.2","42","101","40.00444354","-75.140236","POINT (-75.140236 40.00444354)"
"County","Mifflin","Male","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","9","4.8","4","44.4","7","77.8","6","66.7","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"County","Susquehanna","All","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","7","5.0","2","28.6","5","71.4","2","28.6","42","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"County","Greene","Male","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","8","6.6","5","62.0","7","87.0","5","62.0","42","059","39.85480393","-80.22943878","POINT (-80.22943878 39.85480393)"
"County","Westmoreland","All","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","25","5.0","8","32.0","20","80.0","8","32.0","42","129","40.310315","-79.47134399","POINT (-79.47134399 40.310315)"
"State","Commonwealth","Male","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","8,739","4.1","2,023","23.1","6,046","69.2","2,512","28.7","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Lancaster","Female","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","11","5.1","4","36.4","8","72.7","6","54.5","42","071","40.04590796","-76.25138768","POINT (-76.25138768 40.04590796)"
"State","Commonwealth","Male","50 to 55 years","2016 Q3","7/1/2016-9/30/2016","2016","141","4.0","20","14.2","91","64.5","31","22.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Fayette","Male","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","42","5.0","16","38.1","33","78.6","19","45.2","42","051","39.9194478","-79.65189635","POINT (-79.65189635 39.9194478)"
"County","Elk","All","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","1","8.0","0","0.0","1","100.0","1","100.0","42","047","41.42819416","-78.64947713","POINT (-78.64947713 41.42819416)"
"County","Fulton","Male","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","3","4.7","1","33.3","2","66.7","1","33.3","42","057","39.92487511","-78.11485045","POINT (-78.11485045 39.92487511)"
"County","Mercer","Female","All (0 to 99 years)","Annual","1/1/2020-12-31-2020","2020","7","5.1","2","28.0","5","71.0","4","57.0","42","085","41.30237777","-80.26009369","POINT (-80.26009369 41.30237777)"
"County","Lycoming","All","All (0 to 99 years)","Annual","1/1/2020-12-31-2020","2020","83","4.5","29","34.0","59","71.0","23","27.0","42","081","41.34459792","-77.06942749","POINT (-77.06942749 41.34459792)"
"County","Allegheny","Female","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","12","6.4","4","33.3","11","91.7","5","41.7","42","003","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"County","Potter","All","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","5","5.0","4","80.0","4","80.0","3","60.0","42","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"County","Northampton","Male","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","49","4.4","11","22.4","35","71.4","11","22.4","42","095","40.7545954","-75.31263726","POINT (-75.31263726 40.7545954)"
"State","Commonwealth","All","40 to 44 years","2022 Q3","7/1/2022-9/30/2022","2022","196","5.5","89","45.0","154","78.0","83","42.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","45 to 49 years","2019 Q4","10/1/2019-12/31/2019","2019","142","4.9","34","23.9","110","77.5","49","34.5","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Butler","Male","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","14","3.9","5","35.7","7","50.0","4","28.6","42","019","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
"County","Fulton","Male","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","2","5.0","0","0.0","2","100.0","0","0.0","42","057","39.92487511","-78.11485045","POINT (-78.11485045 39.92487511)"
"State","Commonwealth","All","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","1,806","4.6","643","35.0","1,338","74.0","529","29.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Forest","Male","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","4","5.0","0","0.0","3","75.0","0","0.0","42","053","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"County","Delaware","Male","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","118","4.6","30","25.4","87","73.7","42","35.6","42","045","39.91657867","-75.40627712","POINT (-75.40627712 39.91657867)"
"County","Greene","Male","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","7","4.0","2","28.6","5","71.4","1","14.3","42","059","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"County","Cameron","Male","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","3","7.0","3","100.0","3","100.0","2","66.7","42","023","41.43880265","-78.20916932","POINT (-78.20916932 41.43880265)"
"County","Carbon","Female","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","2","9.0","2","100.0","2","100.0","2","100.0","42","025","40.91936701","-75.71107039","POINT (-75.71107039 40.91936701)"
"County","Somerset","All","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","5","6.8","2","40.0","4","80.0","3","60.0","42","111","39.97146299","-79.03100206","POINT (-79.03100206 39.97146299)"
"County","Montour","All","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","0","0.0","0","0.0","0","0.0","0","0.0","42","093","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Montgomery","All","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","384","4.3","94","24.5","281","73.2","121","31.5","42","091","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"County","Jefferson","Female","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","6","7.7","3","50.0","6","100.0","5","83.3","42","065","41.13139091","-79.00101814","POINT (-79.00101814 41.13139091)"
"County","Pike","Female","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","1","7.0","0","0.0","1","100.0","0","0.0","42","103","41.332572","-75.03270924","POINT (-75.03270924 41.332572)"
"County","Wyoming","Male","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","16","4.9","6","37.5","13","81.3","7","43.8","42","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"County","Sullivan","Female","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","1","9.0","1","100.0","1","100.0","1","100.0","42","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","York","Female","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","3","8.0","2","66.0","3","100.0","2","66.0","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"State","Commonwealth","All","20 to 24 years","2016 Q3","7/1/2016-9/30/2016","2016","454","3.7","118","26.0","279","61.5","152","33.5","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Erie","All","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","196","3.6","40","20.4","121","61.7","51","26.0","42","049","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"State","Commonwealth","Male","0 to 11 years","2021 Q1","1/1/2021-3/31/2021","2021","0","0.0","0","0.0","0","0.0","0","0.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Wyoming","Female","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","8","6.0","4","50.0","7","87.5","5","62.5","42","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"County","Franklin","Male","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","28","4.8","13","46.0","21","75.0","8","28.0","42","055","39.92786197","-77.72398845","POINT (-77.72398845 39.92786197)"
"County","Forest","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","0","0.0","0","0.0","0","0.0","0","0.0","42","053","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"County","Wyoming","All","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","10","5.9","4","40.0","8","80.0","3","30.0","42","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"County","Lackawanna","Male","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","55","4.6","13","23.6","40","72.7","21","38.2","42","069","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"County","Sullivan","Male","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","1","6.0","0","0.0","1","100.0","0","0.0","42","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","Snyder","Female","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","2","8.0","2","100.0","2","100.0","2","100.0","42","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"County","Warren","Male","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","10","5.6","2","20.0","10","100.0","4","40.0","42","123","41.81675237","-79.27858158","POINT (-79.27858158 41.81675237)"
"County","Clarion","Male","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","10","3.4","3","30.0","6","60.0","2","20.0","42","031","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"County","Perry","All","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","20","4.6","9","45.0","13","65.0","5","25.0","42","099","40.40415317","-77.25907135","POINT (-77.25907135 40.40415317)"
"County","Susquehanna","Male","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","2","4.0","1","50.0","1","50.0","1","50.0","42","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"County","Centre","Female","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","2","0.0","0","0.0","0","0.0","0","0.0","42","027","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"State","Commonwealth","All","35 to 39 years","2016 Annual","1/1/2016-12/31/2016","2016","1,323","4.3","384","29.0","939","71.0","476","36.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Bedford","Female","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","4","1.8","1","25.0","1","25.0","1","25.0","42","009","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"County","Huntingdon","Male","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","8","4.1","1","12.0","5","62.0","1","12.0","42","061","40.416105","-77.9827652","POINT (-77.9827652 40.416105)"
"County","Carbon","Male","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","9","3.9","2","22.2","7","77.8","2","22.2","42","025","40.91936701","-75.71107039","POINT (-75.71107039 40.91936701)"
"County","Snyder","Female","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","2","5.5","0","0.0","2","100.0","2","100.0","42","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"County","Perry","Female","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","5","6.6","4","80.0","4","80.0","4","80.0","42","099","40.40415317","-77.25907385","POINT (-77.25907385 40.40415317)"
"County","Chester","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","47","4.7","12","25.5","36","76.6","12","25.5","42","029","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"State","Commonwealth","Female","20 to 24 years","2022 Q1","1/1/2022-3/31/2022","2022","16","5.9","5","31.0","13","81.0","7","43.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Blair","All","All (0 to 99 years)","2022 Q3","7/1/2022-9/30/2022","2022","30","7.4","16","53.0","27","90.0","18","60.0","42","013","40.48555024","-78.34907532","POINT (-78.34907532 40.48555024)"
"County","Luzerne","Male","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","60","5.8","38","63.0","47","78.0","30","50.0","42","079","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"State","Commonwealth","Male","20 to 24 years","2016 Q3","7/1/2016-9/30/2016","2016","407","3.5","93","22.9","246","60.4","125","30.7","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Fayette","Male","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","44","4.7","15","34.1","33","75.0","17","38.6","42","051","39.9194478","-79.65189635","POINT (-79.65189635 39.9194478)"
"State","Commonwealth","All","25 to 29 years","2019 Annual","1/1/2019-12/31/2019","2019","1,646","5.1","546","33.2","1,327","80.6","670","40.7","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Allegheny","Male","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","75","3.6","15","20.0","52","69.3","20","26.7","42","003","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"County","Butler","Male","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","8","4.3","3","37.0","5","62.0","1","12.0","42","019","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
"County","Snyder","Female","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","2","8.0","2","100.0","2","100.0","2","100.0","42","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"County","Lycoming","Male","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","8","5.4","6","75.0","5","62.0","3","37.0","42","081","41.34459792","-77.06942457","POINT (-77.06942457 41.34459792)"
"County","Armstrong","Male","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","1","8.0","1","100.0","1","100.0","1","100.0","42","005","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"County","Lackawanna","Male","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","48","5.3","10","20.8","41","85.4","14","29.2","42","069","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"County","Lawrence","Male","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","8","4.5","1","12.5","6","75.0","2","25.0","42","073","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"County","Adams","Female","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","5","5.2","1","20.0","4","80.0","1","20.0","42","001","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"County","Clarion","Male","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","5","6.0","3","60.0","5","100.0","2","40.0","42","031","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"State","Commonwealth","All","30 to 34 years","2016 Q4","10/1/2016-12/31/2016","2016","393","4.4","148","37.7","277","70.5","167","42.5","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","Female","50 to 55 years","2018 Q4","10/1/2018-12/31/2018","2018","19","4.6","8","42.1","13","68.4","5","26.3","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Pike","Male","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","22","5.0","11","50.0","17","77.3","12","54.5","42","103","41.332572","-75.03270924","POINT (-75.03270924 41.332572)"
"County","Potter","Male","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","12","4.1","2","16.7","8","66.7","3","25.0","42","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"County","Mercer","Male","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","14","4.4","2","14.0","10","71.0","2","14.0","42","085","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"County","Philadelphia","Female","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","18","3.3","1","5.6","9","50.0","1","5.6","42","101","40.00444354","-75.140236","POINT (-75.140236 40.00444354)"
"County","Huntingdon","Male","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","35","4.1","8","22.9","22","62.9","10","28.6","42","061","40.416105","-77.9827661","POINT (-77.9827661 40.416105)"
"State","Commonwealth","Female","56 to 99 years","2017 Annual","1/1/2017-12/31/2017","2017","35","3.2","9","25.7","17","48.6","11","31.4","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Bucks","Male","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","26","5.8","14","53.0","20","76.0","13","50.0","42","017","40.33501133","-75.11291241","POINT (-75.11291241 40.33501133)"
"County","Lawrence","Male","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","12","6.3","6","50.0","12","100.0","7","58.3","42","073","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"State","Commonwealth","Female","0 to 11 years","2020 Q3","7/1/2020-9/30/2020","2020","0","0.0","0","0.0","0","0.0","0","0.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Cumberland","Female","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","2","7.0","0","0.0","2","100.0","0","0.0","42","041","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"County","Cameron","Female","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","0","0.0","0","0.0","0","0.0","0","0.0","42","023","41.43880265","-78.20916932","POINT (-78.20916932 41.43880265)"
"County","Chester","All","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","42","4.0","10","23.8","27","64.3","12","28.6","42","029","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"County","Crawford","Male","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","27","5.8","9","33.3","25","92.6","13","48.1","42","039","41.68546907","-80.11321083","POINT (-80.11321083 41.68546907)"
"County","Mercer","Female","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","2","7.0","2","100.0","2","100.0","1","50.0","42","085","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"County","Delaware","All","All (0 to 99 years)","Annual","1/1/2020-12-31-2020","2020","190","4.4","62","32.0","143","75.0","58","30.0","42","045","39.91657867","-75.40628052","POINT (-75.40628052 39.91657867)"
"County","Montour","All","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","6","5.3","2","33.3","6","100.0","3","50.0","42","093","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Perry","Female","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","5","5.8","3","60.0","4","80.0","4","80.0","42","099","40.40415317","-77.25907135","POINT (-77.25907135 40.40415317)"
"County","Columbia","All","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","13","5.5","7","53.8","12","92.3","6","46.2","42","037","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"County","McKean","Male","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","17","5.1","3","17.6","14","82.4","3","17.6","42","083","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"State","Commonwealth","All","20 to 24 years","2016 Q1","1/1/2016-3/31/2016","2016","475","3.8","115","24.2","315","66.3","144","30.3","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Schuylkill","Female","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","5","6.2","0","0.0","5","100.0","3","60.0","42","107","40.70751243","-76.22332385","POINT (-76.22332385 40.70751243)"
"County","Forest","Male","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","10","5.6","0","0.0","10","100.0","3","30.0","42","053","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"County","Venango","Male","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","15","5.7","11","73.0","13","86.0","5","33.0","42","121","41.40341259","-79.76286561","POINT (-79.76286561 41.40341259)"
"County","York","Male","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","39","4.0","12","30.0","26","66.0","11","28.0","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Mckean","All","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","7","3.7","1","14.0","4","57.0","1","14.0","42","083","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"County","Bucks","Male","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","69","5.8","28","40.6","61","88.4","36","52.2","42","017","40.33501133","-75.11291241","POINT (-75.11291241 40.33501133)"
"County","Tioga","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","7","4.9","3","42.9","4","57.1","3","42.9","42","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"County","Crawford","All","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","16","6.9","6","37.0","16","100.0","7","43.0","42","039","41.68546907","-80.11321259","POINT (-80.11321259 41.68546907)"
"State","Commonwealth","Female","20 to 24 years","2020 Q4","10/1/2020-12/31/2020","2020","10","5.3","3","30.0","7","70.0","5","50.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Luzerne","Female","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","6","7.7","4","66.7","6","100.0","3","50.0","42","079","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"County","Juniata","All","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","2","7.0","1","50.0","2","100.0","2","100.0","42","067","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"County","Mifflin","All","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","10","5.3","2","20.0","8","80.0","4","40.0","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"County","Wayne","All","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","3","3.0","1","33.3","1","33.3","1","33.3","42","127","41.64969805","-75.3051535","POINT (-75.3051535 41.64969805)"
"County","Mifflin","Female","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","5","2.8","0","0.0","3","60.0","1","20.0","42","087","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"State","Commonwealth","Male","30 to 34 years","2016 Q4","10/1/2016-12/31/2016","2016","327","4.1","104","31.8","225","68.8","126","38.5","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Wayne","Male","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","4","5.0","3","75.0","3","75.0","2","50.0","42","127","41.64969805","-75.3051535","POINT (-75.3051535 41.64969805)"
"County","Montgomery","Male","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","99","3.6","20","20.2","66","66.7","23","23.2","42","091","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"County","Lehigh","All","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","61","2.6","4","6.6","27","44.3","8","13.1","42","077","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"State","Commonwealth","Female","25 to 29 years","2022 Q2","4/1/2022-6/30/2022","2022","28","6.9","13","46.0","25","89.0","18","64.0","42","000","39.346129)","-75.16775513",
"County","Tioga","Male","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","9","5.4","3","33.3","7","77.8","3","33.3","42","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"County","Beaver","All","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","22","4.7","7","31.0","17","77.0","5","22.0","42","007","40.68349245","-80.35107356","POINT (-80.35107356 40.68349245)"
"State","Commonwealth","All","56 to 99 years","2022 Q1","1/1/2022-3/31/2022","2022","120","4.3","52","43.0","80","66.0","25","20.0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Monroe","All","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","43","6.0","17","39.5","36","83.7","23","53.5","42","089","41.06091787","-75.34083603","POINT (-75.34083603 41.06091787)"
