"geographic_area","county","gender","age","time_period","time_period_dates","year","admits","average_tcu_score","admits_w_reported_opioid_use","of_total_admits_w_opioid_use","admits_w_diagnosed_substance_abuse_problem","of_admits_w_diagnosed_substance_abuse","admits_w_opioid_use_in_past_12_months_before_admit_1","admits_w_opioid_use_in_past_12_months_before_admit_2","state_fips","county_fips","centroid","longitude","geocoded_column"
"County","Cambria","Male","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","18","7","10","55","17","94","11","61","42","021","40.49127491","-78.71894174","POINT (-78.71894174 40.49127491)"
"County","Jefferson","Male","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","18","6.2","12","66","15","83","10","55","42","065","41.13139091","-79.00101814","POINT (-79.00101814 41.13139091)"
"County","Venango","Male","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","25","6.8","10","40","23","92","17","68","42","121","41.40341259","-79.76286561","POINT (-79.76286561 41.40341259)"
"County","Lehigh","Male","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","64","3.7","9","14.1","40","62.5","10","15.6","42","077","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"County","Clearfield","All","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","11","5.4","3","27","8","72","5","45","42","033","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"County","Forest","All","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","3","4.7","0","0","2","66.7","0","0","42","053","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"County","Berks","Male","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","301","3.5","49","16.3","186","61.8","65","21.6","42","011","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"County","Warren","Male","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","8","6.9","3","37.5","7","87.5","3","37.5","42","123","41.81675237","-79.27858158","POINT (-79.27858158 41.81675237)"
"County","Blair","Female","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","8","6.4","2","25","7","87","5","62","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"County","Montour","Male","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","6","5.3","2","33.3","6","100","3","50","42","093","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Sullivan","All","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","4","6.3","1","25","4","100","1","25","42","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","Union","Male","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","17","5.7","10","58","15","88","3","17","42","119","40.96473131","-77.06415558","POINT (-77.06415558 40.96473131)"
"County","Mifflin","All","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","47","6.8","27","57","45","95","24","51","42","087","40.61274928","-77.62003326","POINT (-77.62003326 40.61274928)"
"County","Mercer","All","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","22","5.8","8","36.4","20","90.9","10","45.5","42","085","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"County","Dauphin","All","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","83","5.6","31","37","72","86","30","36","42","043","40.41974636","-76.77960205","POINT (-76.77960205 40.41974636)"
"County","Sullivan","All","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","1","3","0","0","1","100","0","0","42","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","Perry","Female","All (0 to 99 years)","Annual","1/1/2020-12-31-2020","2020","1","9","1","100","1","100","1","100","42","099","40.40415317","-77.25907135","POINT (-77.25907135 40.40415317)"
"County","York","All","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","50","3.8","9","18","33","66","11","22","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Perry","Male","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","0","0","0","0","0","0","0","0","42","099","40.40415317","-77.25907385","POINT (-77.25907385 40.40415317)"
"County","Cumberland","Female","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","1","7","1","100","1","100","1","100","42","041","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"County","Montour","Male","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","0","0","0","0","0","0","0","0","42","093","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Greene","All","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","5","3.6","2","40","3","60","3","60","42","059","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"County","Fayette","Female","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","16","6","9","56.3","14","87.5","8","50","42","051","39.9194478","-79.65189635","POINT (-79.65189635 39.9194478)"
"County","Butler","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","17","4.9","2","11.8","14","82.4","4","23.5","42","019","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
"County","Franklin","All","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","24","7.2","19","79","23","95","15","62","42","055","39.92786197","-77.72398845","POINT (-77.72398845 39.92786197)"
"County","Allegheny","Male","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","35","5.6","17","48","29","82","11","31","42","003","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"County","Bradford","Male","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","80","5.2","25","31.3","65","81.3","31","38.8","42","015","41.79117814","-76.51825624","POINT (-76.51825624 41.79117814)"
"County","Cambria","Male","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","74","4","24","32.4","48","64.9","27","36.5","42","021","40.49127491","-78.71894174","POINT (-78.71894174 40.49127491)"
"County","Warren","Male","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","7","5.4","4","57","6","85","2","28","42","123","41.81675237","-79.27858158","POINT (-79.27858158 41.81675237)"
"County","Greene","All","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","2","9","1","50","2","100","2","100","42","059","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"State","Commonwealth","Male","40 to 44 years","2018 Annual","1/1/2018-12/31/2018","2018","770","4.5","176","22.9","546","70.9","229","29.7","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Centre","All","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","19","4.9","4","21.1","13","68.4","6","31.6","42","027","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"County","Clarion","All","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","34","4.2","7","20.6","23","67.6","7","20.6","42","031","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"County","Berks","All","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","41","5.2","12","29","33","80","11","26","42","011","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"County","Fulton","All","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","3","5.3","2","66.7","3","100","2","66.7","42","057","39.92487511","-78.11485045","POINT (-78.11485045 39.92487511)"
"County","Lawrence","Male","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","8","8","6","75","8","100","2","25","42","073","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"State","Commonwealth","Male","45 to 49 years","2021 Q2","4/1/2021-6/30/2021","2021","83","5.8","48","57","69","83","26","31","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Lehigh","All","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","45","4.2","10","22.2","33","73.3","12","26.7","42","077","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"County","Venango","Male","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","3","3.3","1","33","2","66","0","0","42","121","41.40341259","-79.76286561","POINT (-79.76286561 41.40341259)"
"State","Commonwealth","All","35 to 39 years","2018 Q4","10/1/2018-12/31/2018","2018","342","5.3","115","33.6","274","80.1","128","37.4","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Northumberland","Female","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","0","0","0","0","0","0","0","0","42","097","40.85150926","-76.71188423","POINT (-76.71188423 40.85150926)"
"County","Schuylkill","Male","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","36","6","25","69","30","83","14","38","42","107","40.70751243","-76.22332385","POINT (-76.22332385 40.70751243)"
"State","Commonwealth","Female","35 to 39 years","2021 Q3","7/1/2021-9/30/2021","2021","40","6.6","13","32","35","87","25","62","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Lawrence","Male","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","11","5.7","6","54","10","90","3","27","42","073","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"State","Commonwealth","All","12 to 19 years","2017 Q3","7/1/2017-9/30/2017","2017","82","3.3","8","9.8","54","65.9","13","15.9","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Armstrong","All","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","8","6.8","5","62.5","8","100","7","87.5","42","005","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"County","Lackawanna","All","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","80","3.4","17","21.3","48","60","19","23.8","42","069","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"County","Montgomery","Male","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","56","4.2","26","46","36","64","20","35","42","091","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"County","Philadelphia","All","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","431","3.4","63","14.6","258","59.9","91","21.1","42","101","40.00444354","-75.140236","POINT (-75.140236 40.00444354)"
"County","Union","All","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","10","5.8","3","30","9","90","3","30","42","119","40.96473131","-77.06415803","POINT (-77.06415803 40.96473131)"
"County","Crawford","Female","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","4","8.5","4","100","4","100","4","100","42","039","41.68546907","-80.11321083","POINT (-80.11321083 41.68546907)"
"County","Butler","All","All (0 to 99 years)","2017 Q1","1/1/2017-3/31/2017","2017","8","3.9","1","12.5","5","62.5","3","37.5","42","019","40.91083185","-79.91711779","POINT (-79.91711779 40.91083185)"
"State","Commonwealth","All","20 to 24 years","2017 Q2","4/1/2017-6/30/2017","2017","452","3.8","104","23","308","68.1","133","29.4","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Delaware","Male","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","42","4.9","17","40","32","76","13","30","42","045","39.91657867","-75.40627712","POINT (-75.40627712 39.91657867)"
"State","Commonwealth","Female","All (0 to 99 years)","Annual","1/1/2020-12-31-2020","2020","635","5.8","143","22","545","85","292","45","42","000","39.346129)","-75.16775513",
"State","Commonwealth","Male","25 to 29 years","2017 Q1","1/1/2017-3/31/2017","2017","475","4.1","135","28.4","339","71.4","160","33.7","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Franklin","All","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","25","4.8","10","40","19","76","8","32","42","055","39.92786197","-77.72398845","POINT (-77.72398845 39.92786197)"
"County","Montgomery","Male","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","73","3.8","16","21.9","43","58.9","21","28.8","42","091","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"County","Bedford","All","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","7","7","3","42","7","100","4","57","42","009","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"County","Erie","Female","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","29","5.6","12","41.4","22","75.9","13","44.8","42","049","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"County","Susquehanna","Female","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","0","0","0","0","0","0","0","0","42","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"County","Venango","Female","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","1","8","0","0","1","100","1","100","42","121","41.40341259","-79.76286561","POINT (-79.76286561 41.40341259)"
"County","Wyoming","Female","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","2","7.5","1","50","2","100","1","50","42","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"County","Schuylkill","Female","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","5","6.8","2","40","4","80","2","40","42","107","40.70751243","-76.22332385","POINT (-76.22332385 40.70751243)"
"State","Commonwealth","All","40 to 44 years","2020 Q3","7/1/2020-9/30/2020","2020","111","4.7","41","36","85","76","36","32","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Greene","Female","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","0","0","0","0","0","0","0","0","42","059","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"County","Venango","All","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","17","6.1","13","76","15","88","7","41","42","121","41.40341259","-79.76286561","POINT (-79.76286561 41.40341259)"
"County","Forest","Female","All (0 to 99 years)","2022 Q2","4/1/2022-6/30/2022","2022","0","0","0","0","0","0","0","0","42","053","41.51357876","-79.23780823","POINT (-79.23780823 41.51357876)"
"County","Lawrence","Female","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","0","0","0","0","0","0","0","0","42","073","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"County","Warren","Male","All (0 to 99 years)","2022 Q3","7/1/2022-9/30/2022","2022","11","6.3","6","54","10","90","2","18","42","123","41.81675237","-79.27857971","POINT (-79.27857971 41.81675237)"
"County","Chester","Female","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","19","4.5","8","42.1","13","68.4","7","36.8","42","029","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"County","Cameron","All","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","1","9","1","100","1","100","1","100","42","023","41.43880265","-78.20916932","POINT (-78.20916932 41.43880265)"
"County","Mckean","All","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","11","3.8","3","27","7","63","1","9","42","083","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"State","Commonwealth","All","45 to 49 years","2018 Q4","10/1/2018-12/31/2018","2018","148","4.5","27","18.2","105","70.9","40","27","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Cameron","Male","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","0","0","0","0","0","0","0","0","42","023","41.43880265","-78.20916932","POINT (-78.20916932 41.43880265)"
"County","Mercer","Male","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","15","5.5","5","33.3","12","80","6","40","42","085","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"County","Dauphin","Female","All (0 to 99 years)","Annual","1/1/2020-12-31-2020","2020","14","6.6","5","35","13","92","8","57","42","043","40.41974636","-76.77960205","POINT (-76.77960205 40.41974636)"
"County","Luzerne","All","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","53","5.3","27","50","39","73","19","35","42","079","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"County","Northumberland","Female","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","1","6","1","100","1","100","1","100","42","097","40.85150926","-76.71188423","POINT (-76.71188423 40.85150926)"
"County","Erie","All","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","57","4.2","13","22.8","41","71.9","17","29.8","42","049","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"County","Cambria","Female","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","4","8.3","1","25","4","100","3","75","42","021","40.49127491","-78.71894174","POINT (-78.71894174 40.49127491)"
"State","Commonwealth","Female","12 to 19 years","2021 Q3","7/1/2021-9/30/2021","2021","1","3","0","0","1","100","0","0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","25 to 29 years","2020 Q1","1/1/2020-3/31/2020","2020","330","4.4","118","35","244","73","97","29","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Jefferson","All","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","107","5.8","36","33.6","94","87.9","46","43","42","065","41.13139091","-79.00101814","POINT (-79.00101814 41.13139091)"
"County","Luzerne","Male","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","36","6.6","20","55","35","97","20","55","42","079","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"County","Luzerne","All","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","195","5.7","67","34.4","164","84.1","83","42.6","42","079","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"County","Warren","Male","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","11","7.5","8","72","10","90","7","63","42","123","41.81675237","-79.27858158","POINT (-79.27858158 41.81675237)"
"State","Commonwealth","All","0 to 11 years","2019 Annual","1/1/2019-12/31/2019","2019","0","0","0","0","0","0","0","0","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Columbia","Male","All (0 to 99 years)","2022 Q3","7/1/2022-9/30/2022","2022","9","5.8","5","55","7","77","4","44","42","037","41.04912086","-76.41001892","POINT (-76.41001892 41.04912086)"
"County","Lebanon","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","21","6","6","28.6","19","90.5","10","47.6","42","075","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"County","Clinton","Male","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","4","6.8","3","75","4","100","3","75","42","035","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"State","Commonwealth","All","20 to 24 years","2018 Q4","10/1/2018-12/31/2018","2018","340","4.3","72","21.2","243","71.5","96","28.2","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","50 to 55 years","2020 Q1","1/1/2020-3/31/2020","2020","133","4.7","54","40","100","75","32","24","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Bradford","Male","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","16","6.4","10","62","15","93","7","43","42","015","41.79117814","-76.51825624","POINT (-76.51825624 41.79117814)"
"County","Indiana","Male","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","2","8","2","100","2","100","2","100","42","063","40.65295497","-79.09333493","POINT (-79.09333493 40.65295497)"
"County","Blair","Male","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","101","5","36","35.6","82","81.2","42","41.6","42","013","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"State","Commonwealth","Male","20 to 24 years","2018 Annual","1/1/2018-12/31/2018","2018","1347","3.9","248","18.4","932","69.2","326","24.2","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Clinton","Female","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","0","0","0","0","0","0","0","0","42","035","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"County","Warren","Male","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","6","7.5","4","66","5","83","3","50","42","123","41.81675237","-79.27858158","POINT (-79.27858158 41.81675237)"
"County","York","Male","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","28","6.4","15","53","24","85","9","32","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Wayne","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","5","6.8","2","40","5","100","3","60","42","127","41.64969805","-75.3051535","POINT (-75.3051535 41.64969805)"
"County","Lehigh","All","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","10","6.9","6","60","9","90","5","50","42","077","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"County","Indiana","All","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","23","5.7","10","43.5","20","87","11","47.8","42","063","40.65295497","-79.09333493","POINT (-79.09333493 40.65295497)"
"County","Lycoming","Female","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","11","5.2","5","45.5","8","72.7","5","45.5","42","081","41.34459792","-77.06942457","POINT (-77.06942457 41.34459792)"
"County","Erie","All","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","40","4.5","21","52","31","77","15","37","42","049","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"County","Venango","All","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","15","6.5","5","33.3","14","93.3","8","53.3","42","121","41.40341259","-79.76286561","POINT (-79.76286561 41.40341259)"
"County","Carbon","Male","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","8","5.9","3","37.5","7","87.5","3","37.5","42","025","40.91936701","-75.71107039","POINT (-75.71107039 40.91936701)"
"County","Franklin","Female","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","7","5","1","14","5","71","3","42","42","055","39.92786197","-77.72398845","POINT (-77.72398845 39.92786197)"
"State","Commonwealth","Male","50 to 55 years","Annual","1/1/2020-12-31-2020","2020","307","4.9","137","44","236","76","81","26","42","000","39.346129)","-75.16775513",
"County","York","All","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","51","4.1","10","19.6","35","68.6","12","23.5","42","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Clearfield","All","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","14","3.4","4","28.6","9","64.3","3","21.4","42","033","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"County","Chester","Male","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","17","5.7","7","41","14","82","7","41","42","029","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"County","Lycoming","All","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","13","5.2","4","30","11","84","3","23","42","081","41.34459792","-77.06942457","POINT (-77.06942457 41.34459792)"
"State","Commonwealth","All","45 to 49 years","2020 Q4","10/1/2020-12/31/2020","2020","79","5.2","38","48","57","72","18","22","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","Female","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","258","6.6","119","46.1","228","88.4","143","55.4","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Cameron","Male","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","1","7","0","0","1","100","0","0","42","023","41.43880265","-78.20916932","POINT (-78.20916932 41.43880265)"
"County","Cambria","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","17","3.8","3","17.6","12","70.6","7","41.2","42","021","40.49127491","-78.71894174","POINT (-78.71894174 40.49127491)"
"County","Carbon","Male","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","22","4.7","3","13.6","16","72.7","5","22.7","42","025","40.91936701","-75.71107039","POINT (-75.71107039 40.91936701)"
"County","Susquehanna","All","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","1","0","0","0","0","0","0","0","42","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"County","Clearfield","Female","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","6","7.7","6","100","6","100","5","83.3","42","033","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"County","Erie","All","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","37","3.3","7","18.9","20","54.1","9","24.3","42","049","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"County","Sullivan","All","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","3","5","1","33.3","2","66.7","1","33.3","42","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","Beaver","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","10","5.3","3","30","7","70","3","30","42","007","40.68349245","-80.35107356","POINT (-80.35107356 40.68349245)"
"County","Lancaster","All","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","119","4.8","38","31.9","92","77.3","50","42","42","071","40.04590796","-76.25138768","POINT (-76.25138768 40.04590796)"
"County","Franklin","All","All (0 to 99 years)","Annual","1/1/2021-12/31/2021","2021","134","5.4","61","45","108","80","46","34","42","055","39.92786197","-77.72399139","POINT (-77.72399139 39.92786197)"
"County","Lawrence","Female","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","0","0","0","0","0","0","0","0","42","073","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"County","Bucks","All","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","300","5.1","123","41","231","77","138","46","42","017","40.33501133","-75.11291241","POINT (-75.11291241 40.33501133)"
"State","Commonwealth","All","35 to 39 years","2018 Q2","4/1/2018-6/30/2018","2018","336","4.7","109","32.4","249","74.1","138","41.1","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","20 to 24 years","2021 Q2","4/1/2021-6/30/2021","2021","198","5.4","95","47","159","80","81","40","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Chester","Female","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","3","5.3","2","66.7","3","100","1","33.3","42","029","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"County","Sullivan","Male","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","0","0","0","0","0","0","0","0","42","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","Dauphin","Female","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","3","7.7","1","33","3","100","3","100","42","043","40.41974636","-76.77960568","POINT (-76.77960568 40.41974636)"
"County","Potter","Male","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","5","9","5","100","5","100","5","100","42","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"County","Perry","Male","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","3","2","0","0","1","33.3","1","33.3","42","099","40.40415317","-77.25907385","POINT (-77.25907385 40.40415317)"
"County","Erie","Male","All (0 to 99 years)","2020 Q4","10/1/2020-12/31/2020","2020","17","5","10","58","15","88","4","23","42","049","41.99413787","-80.0407591","POINT (-80.0407591 41.99413787)"
"County","Franklin","Male","All (0 to 99 years)","2022 Q3","7/1/2022-9/30/2022","2022","28","5.1","12","42","21","75","8","28","42","055","39.92786197","-77.72399139","POINT (-77.72399139 39.92786197)"
"County","Potter","Female","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","1","9","0","0","1","100","0","0","42","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"County","Somerset","Male","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","13","4.9","4","30.8","11","84.6","6","46.2","42","111","39.97146299","-79.03100206","POINT (-79.03100206 39.97146299)"
